student_id,event_id,attended,rating,feedback
S0310,E129,1,2,Didn't learn anything.
S0403,E097,1,4,Great speakers and organization.
S0320,E134,1,5,The event was amazing!
S0905,E055,1,3,"Nothing special, but not bad."
S0861,E112,0,0,
S0453,E126,1,1,Didn't learn anything.
S0922,E112,1,2,Terrible organization.
S0887,E094,1,3,Decent event.
S0219,E144,1,4,Great speakers and organization.
S0184,E003,1,4,Great speakers and organization.
S0539,E050,1,5,Great speakers and organization.
S0337,E025,1,3,Could be better organized.
S0944,E004,0,0,
S0280,E009,1,4,Loved the vibe.
S0045,E065,1,1,Didn't learn anything.
S0844,E008,1,5,Best event of the year!
S0466,E126,1,4,Best event of the year!
S0896,E140,1,1,The audio was really bad.
S0030,E040,1,2,Terrible organization.
S0430,E031,1,4,Best event of the year!
S0728,E016,1,1,Didn't learn anything.
S0285,E050,0,0,
S0756,E005,1,3,"Nothing special, but not bad."
S0928,E094,0,0,
S0015,E104,1,1,Terrible organization.
S0198,E129,1,3,It was okay.
S0177,E114,1,3,Could be better organized.
S0204,E130,1,2,Terrible organization.
S0319,E071,0,0,
S0360,E031,1,4,Super informative and fun.
S0857,E023,0,0,
S0953,E119,1,1,Terrible organization.
S0187,E023,1,3,Could be better organized.
S0642,E006,1,1,Waste of time.
S0654,E096,1,1,Waste of time.
S0316,E049,1,3,It was okay.
S0389,E074,1,3,"Nothing special, but not bad."
S0579,E081,1,2,Waste of time.
S0280,E052,1,3,Average experience.
S0715,E113,1,1,Very boring.
S0364,E149,1,3,Could be better organized.
S0461,E044,1,5,Loved the vibe.
S0160,E138,0,0,
S0216,E112,1,3,"Nothing special, but not bad."
S0351,E129,0,0,
S0850,E069,1,5,Really enjoyed it.
S0265,E056,1,3,It was okay.
S0945,E030,0,0,
S0675,E048,1,2,Very boring.
S0601,E083,1,5,Loved the vibe.
S0675,E009,1,1,The audio was really bad.
S0891,E003,1,4,Loved the vibe.
S0343,E087,1,2,The audio was really bad.
S0314,E042,1,5,Really enjoyed it.
S0771,E006,1,5,Loved the vibe.
S0608,E148,1,4,Loved the vibe.
S0855,E063,1,3,Could be better organized.
S0346,E124,1,3,It was okay.
S0995,E060,0,0,
S0111,E108,1,3,Could be better organized.
S0411,E008,1,5,Really enjoyed it.
S0945,E077,0,0,
S0989,E135,1,5,Really enjoyed it.
S0134,E086,1,1,The audio was really bad.
S0812,E037,1,4,Loved the vibe.
S0170,E118,1,2,Waste of time.
S0905,E045,1,3,It was okay.
S0190,E061,1,4,The event was amazing!
S0742,E063,1,5,Great speakers and organization.
S0006,E123,1,3,It was okay.
S0483,E141,1,2,Very boring.
S0685,E097,1,2,Terrible organization.
S0397,E033,1,2,Very boring.
S0792,E084,1,4,Super informative and fun.
S0404,E137,1,3,Decent event.
S0686,E007,1,5,Really enjoyed it.
S0787,E061,1,3,Average experience.
S0514,E001,0,0,
S0614,E102,1,2,Waste of time.
S0512,E049,1,2,The audio was really bad.
S0446,E024,1,4,Best event of the year!
S0185,E109,1,3,Average experience.
S0397,E124,1,3,Decent event.
S0184,E042,1,5,The event was amazing!
S0477,E022,1,1,Very boring.
S0823,E004,1,3,"Nothing special, but not bad."
S0589,E130,1,4,The event was amazing!
S0498,E103,1,1,The audio was really bad.
S0436,E067,1,5,Loved the vibe.
S0515,E096,1,3,Could be better organized.
S0996,E094,1,2,Very boring.
S0545,E099,1,2,Terrible organization.
S0346,E067,1,5,Super informative and fun.
S0746,E117,1,1,Very boring.
S0289,E011,1,4,Loved the vibe.
S0376,E013,0,0,
S0703,E095,1,4,Great speakers and organization.
S0692,E076,1,5,Great speakers and organization.
S0184,E076,1,4,The event was amazing!
S0458,E084,1,1,Didn't learn anything.
S0115,E092,1,5,Best event of the year!
S0406,E064,1,1,Didn't learn anything.
S0097,E033,1,4,Loved the vibe.
S0915,E071,1,4,Best event of the year!
S0633,E063,0,0,
S0583,E118,1,1,The audio was really bad.
S0382,E010,1,5,Best event of the year!
S0654,E026,1,5,Best event of the year!
S0081,E087,1,4,Loved the vibe.
S0023,E048,1,1,Very boring.
S0989,E030,1,5,Great speakers and organization.
S0311,E132,0,0,
S0875,E063,1,3,Could be better organized.
S0485,E056,1,3,"Nothing special, but not bad."
S0284,E129,1,5,Loved the vibe.
S0932,E047,1,3,It was okay.
S0417,E054,1,4,Best event of the year!
S0133,E071,1,4,Super informative and fun.
S0810,E082,1,2,Waste of time.
S0019,E084,1,1,Didn't learn anything.
S0295,E118,0,0,
S0431,E085,0,0,
S0399,E122,0,0,
S0013,E088,1,3,Average experience.
S0843,E114,1,4,Best event of the year!
S0511,E054,0,0,
S0715,E044,1,3,Decent event.
S0034,E147,1,4,Super informative and fun.
S0354,E022,1,5,Great speakers and organization.
S0312,E075,1,4,Best event of the year!
S0479,E008,1,5,Super informative and fun.
S0171,E091,0,0,
S0442,E107,1,3,Could be better organized.
S0762,E126,1,4,Super informative and fun.
S0135,E097,0,0,
S0972,E032,1,4,Really enjoyed it.
S0217,E029,0,0,
S0297,E046,1,4,Super informative and fun.
S0419,E091,1,4,Super informative and fun.
S0286,E082,1,1,The audio was really bad.
S0515,E138,0,0,
S0402,E058,1,4,Loved the vibe.
S0294,E116,1,2,Very boring.
S0296,E001,0,0,
S0850,E086,1,2,Terrible organization.
S0393,E149,1,4,Loved the vibe.
S0194,E008,0,0,
S0230,E036,0,0,
S0635,E129,1,5,Super informative and fun.
S0750,E105,1,3,Could be better organized.
S0256,E043,0,0,
S0641,E121,1,3,It was okay.
S0761,E100,0,0,
S0524,E050,1,4,Great speakers and organization.
S0741,E062,1,4,Best event of the year!
S0944,E052,1,2,The audio was really bad.
S0067,E008,1,5,Loved the vibe.
S0471,E063,0,0,
S0455,E062,1,4,Super informative and fun.
S0657,E029,0,0,
S0858,E085,1,2,Very boring.
S0740,E018,1,1,Very boring.
S0888,E134,1,4,The event was amazing!
S0802,E107,1,5,The event was amazing!
S0733,E137,1,4,Loved the vibe.
S0848,E016,1,4,Best event of the year!
S0788,E011,1,4,Best event of the year!
S0950,E131,1,4,The event was amazing!
S0107,E038,1,5,The event was amazing!
S0740,E044,1,4,Best event of the year!
S0348,E037,1,4,Really enjoyed it.
S0271,E025,1,1,Very boring.
S0921,E126,1,3,Average experience.
S0303,E114,1,4,Best event of the year!
S0265,E146,1,5,The event was amazing!
S0780,E036,1,5,Great speakers and organization.
S0027,E057,1,5,Great speakers and organization.
S0731,E075,1,2,Didn't learn anything.
S0650,E079,1,4,Best event of the year!
S0302,E040,1,2,Didn't learn anything.
S0300,E099,1,2,Terrible organization.
S0872,E055,0,0,
S0311,E038,0,0,
S0013,E067,1,5,Best event of the year!
S0892,E133,1,4,Super informative and fun.
S0922,E044,1,2,Didn't learn anything.
S0874,E129,1,5,Great speakers and organization.
S0388,E125,1,5,Loved the vibe.
S0180,E124,1,1,Terrible organization.
S0351,E058,1,2,Waste of time.
S0154,E072,0,0,
S0797,E031,1,3,Decent event.
S0471,E146,1,5,Really enjoyed it.
S0760,E052,1,1,Very boring.
S0642,E026,1,5,The event was amazing!
S0278,E142,0,0,
S0867,E138,1,1,Very boring.
S0581,E134,1,2,The audio was really bad.
S0817,E047,1,2,Very boring.
S0182,E011,0,0,
S0273,E142,1,1,Waste of time.
S0751,E017,1,5,Great speakers and organization.
S0063,E054,1,2,Didn't learn anything.
S0780,E149,1,4,The event was amazing!
S0550,E014,1,1,Waste of time.
S0490,E030,1,1,Very boring.
S0203,E026,0,0,
S0604,E056,0,0,
S0499,E077,0,0,
S0010,E149,1,1,Very boring.
S0797,E050,0,0,
S0826,E117,1,3,Decent event.
S0616,E070,1,2,The audio was really bad.
S0520,E124,0,0,
S0291,E077,1,5,Really enjoyed it.
S0350,E071,0,0,
S0516,E080,1,1,Waste of time.
S0500,E002,1,5,Loved the vibe.
S0508,E042,1,1,Very boring.
S0690,E078,1,4,Great speakers and organization.
S0654,E138,1,2,Terrible organization.
S0782,E060,1,3,Could be better organized.
S0313,E082,0,0,
S0484,E027,1,5,Really enjoyed it.
S0585,E040,1,2,Waste of time.
S0785,E102,1,2,Didn't learn anything.
S0679,E041,1,5,Loved the vibe.
S0670,E107,1,2,The audio was really bad.
S0484,E078,1,2,The audio was really bad.
S0342,E091,1,4,Great speakers and organization.
S0436,E145,1,4,The event was amazing!
S0781,E104,1,4,Great speakers and organization.
S0662,E036,1,3,It was okay.
S0839,E052,1,3,Average experience.
S0853,E096,1,3,Decent event.
S0810,E098,1,5,Super informative and fun.
S0757,E052,1,5,Super informative and fun.
S0451,E071,1,1,Waste of time.
S0165,E084,1,5,Loved the vibe.
S0975,E012,1,4,Really enjoyed it.
S0287,E097,1,1,Terrible organization.
S0655,E088,1,5,Great speakers and organization.
S0449,E073,1,4,Really enjoyed it.
S0902,E019,1,4,Really enjoyed it.
S0895,E039,0,0,
S0307,E147,1,5,The event was amazing!
S0449,E063,1,5,Super informative and fun.
S0782,E067,0,0,
S0544,E075,1,2,Terrible organization.
S0892,E081,1,4,Best event of the year!
S0906,E055,1,3,Decent event.
S0234,E118,1,3,"Nothing special, but not bad."
S0694,E067,1,5,Best event of the year!
S0956,E006,1,1,Very boring.
S0438,E102,1,1,Didn't learn anything.
S0062,E132,1,1,Didn't learn anything.
S0448,E009,0,0,
S0895,E084,0,0,
S0504,E073,0,0,
S0342,E018,1,5,The event was amazing!
S0998,E143,1,5,Really enjoyed it.
S0818,E132,1,5,Loved the vibe.
S0625,E049,1,4,Great speakers and organization.
S0477,E116,1,3,It was okay.
S0187,E148,1,4,Super informative and fun.
S0800,E111,1,4,Super informative and fun.
S0301,E002,0,0,
S0849,E100,1,1,Waste of time.
S0331,E110,1,3,"Nothing special, but not bad."
S0599,E084,0,0,
S0469,E052,0,0,
S0948,E091,0,0,
S0157,E049,1,2,The audio was really bad.
S0186,E026,1,5,Super informative and fun.
S0968,E011,1,5,Great speakers and organization.
S0978,E018,1,3,"Nothing special, but not bad."
S0674,E054,1,3,"Nothing special, but not bad."
S0435,E070,1,2,The audio was really bad.
S0028,E036,1,1,Very boring.
S0027,E114,1,4,The event was amazing!
S0458,E113,1,2,Waste of time.
S0790,E098,0,0,
S0835,E032,1,2,Didn't learn anything.
S0936,E149,0,0,
S0125,E042,1,1,Very boring.
S0759,E092,1,4,Really enjoyed it.
S0216,E024,0,0,
S0369,E123,1,5,The event was amazing!
S0968,E117,1,1,Very boring.
S0823,E108,1,1,The audio was really bad.
S0370,E080,1,4,Best event of the year!
S0308,E059,1,4,Loved the vibe.
S0017,E071,1,1,Waste of time.
S0868,E064,1,5,The event was amazing!
S0132,E133,1,2,Very boring.
S0781,E010,1,5,Really enjoyed it.
S0888,E076,1,5,Loved the vibe.
S0844,E041,1,2,Waste of time.
S0959,E133,1,2,The audio was really bad.
S0901,E029,1,1,Very boring.
S0209,E079,1,3,Average experience.
S0637,E083,1,1,The audio was really bad.
S0030,E121,1,2,Very boring.
S0048,E139,1,5,Best event of the year!
S0538,E044,1,1,Terrible organization.
S0358,E058,1,4,The event was amazing!
S0116,E122,1,4,Super informative and fun.
S0451,E035,0,0,
S0829,E001,1,4,Loved the vibe.
S0922,E066,1,3,Could be better organized.
S0375,E025,1,4,Best event of the year!
S0852,E147,1,2,Waste of time.
S0528,E034,1,2,Terrible organization.
S0762,E025,1,3,Could be better organized.
S0108,E064,1,3,"Nothing special, but not bad."
S0748,E078,1,4,Best event of the year!
S0605,E134,0,0,
S0592,E069,1,3,Decent event.
S0384,E038,0,0,
S0755,E009,1,1,Waste of time.
S0187,E004,1,1,Waste of time.
S0166,E102,1,1,Didn't learn anything.
S0493,E124,1,2,Didn't learn anything.
S0416,E116,1,4,Super informative and fun.
S0270,E140,1,1,The audio was really bad.
S0672,E132,1,3,"Nothing special, but not bad."
S0262,E088,1,5,Loved the vibe.
S0680,E025,1,5,Great speakers and organization.
S0065,E094,1,1,Didn't learn anything.
S0130,E025,1,4,The event was amazing!
S0124,E141,1,2,The audio was really bad.
S0315,E116,1,5,The event was amazing!
S0990,E130,1,4,Super informative and fun.
S0200,E037,1,1,Waste of time.
S0752,E091,0,0,
S0616,E039,0,0,
S0881,E136,0,0,
S0049,E137,1,5,Really enjoyed it.
S0711,E136,1,3,"Nothing special, but not bad."
S0103,E043,0,0,
S0232,E039,0,0,
S0965,E109,1,3,It was okay.
S0983,E103,1,4,Super informative and fun.
S0996,E108,1,4,Great speakers and organization.
S0140,E077,1,1,The audio was really bad.
S0726,E143,1,2,Didn't learn anything.
S0609,E018,1,4,Really enjoyed it.
S0148,E124,1,2,Very boring.
S0806,E041,1,4,Super informative and fun.
S0199,E064,1,1,Waste of time.
S0987,E071,1,4,The event was amazing!
S0744,E150,1,2,Very boring.
S0146,E071,1,1,Terrible organization.
S0534,E080,0,0,
S0106,E121,1,4,Great speakers and organization.
S0842,E032,0,0,
S0761,E117,1,1,The audio was really bad.
S0897,E070,1,4,Great speakers and organization.
S0116,E120,1,5,Really enjoyed it.
S0898,E125,1,2,Didn't learn anything.
S0106,E023,0,0,
S0983,E093,1,4,Best event of the year!
S0987,E111,1,1,Terrible organization.
S0886,E072,1,3,Could be better organized.
S0337,E108,1,3,It was okay.
S0014,E026,1,2,Didn't learn anything.
S0507,E057,0,0,
S0445,E069,1,4,Super informative and fun.
S0622,E145,1,5,Super informative and fun.
S0892,E098,1,5,The event was amazing!
S0605,E026,0,0,
S0098,E031,1,3,Could be better organized.
S0689,E108,1,1,The audio was really bad.
S0663,E113,1,5,Super informative and fun.
S0039,E103,1,1,Waste of time.
S0581,E047,1,3,It was okay.
S0300,E106,1,4,Great speakers and organization.
S0368,E089,1,2,The audio was really bad.
S0457,E013,1,4,Best event of the year!
S0651,E068,1,2,Didn't learn anything.
S0790,E141,1,4,Great speakers and organization.
S0800,E045,1,1,The audio was really bad.
S0361,E138,1,3,Average experience.
S0104,E024,1,3,Could be better organized.
S0510,E048,1,2,The audio was really bad.
S0877,E125,1,3,Decent event.
S0918,E093,1,2,The audio was really bad.
S0017,E029,1,5,Great speakers and organization.
S0931,E130,0,0,
S0304,E144,0,0,
S0183,E102,0,0,
S0713,E020,1,1,Terrible organization.
S0729,E104,1,2,The audio was really bad.
S0546,E091,1,2,Very boring.
S0107,E076,0,0,
S0584,E022,1,2,Very boring.
S0846,E011,1,5,Really enjoyed it.
S0684,E071,1,4,Really enjoyed it.
S0854,E057,1,2,Very boring.
S0664,E056,1,1,The audio was really bad.
S0250,E006,0,0,
S0495,E113,1,5,Super informative and fun.
S0582,E050,1,2,Didn't learn anything.
S0595,E103,0,0,
S0910,E100,1,3,Average experience.
S0442,E095,1,2,The audio was really bad.
S0554,E092,1,2,The audio was really bad.
S0881,E064,0,0,
S0593,E033,1,5,Best event of the year!
S0488,E138,1,1,Didn't learn anything.
S0234,E090,0,0,
S0841,E058,1,3,Could be better organized.
S0857,E014,1,5,Loved the vibe.
S0510,E112,1,2,Terrible organization.
S0574,E115,0,0,
S0666,E015,1,4,Best event of the year!
S0152,E017,1,1,The audio was really bad.
S0584,E065,1,5,Loved the vibe.
S0442,E035,1,2,Very boring.
S0318,E138,1,3,"Nothing special, but not bad."
S0584,E131,1,2,Didn't learn anything.
S0698,E081,1,5,The event was amazing!
S0730,E092,0,0,
S0123,E019,0,0,
S0066,E136,1,2,Waste of time.
S0255,E046,1,1,Very boring.
S0747,E031,1,1,Terrible organization.
S0969,E104,0,0,
S0718,E100,1,4,Best event of the year!
S0486,E036,1,2,Terrible organization.
S0319,E091,1,4,Great speakers and organization.
S0512,E024,1,3,Decent event.
S0206,E059,1,1,The audio was really bad.
S0463,E025,0,0,
S0264,E006,0,0,
S0063,E143,1,3,It was okay.
S0173,E001,0,0,
S0013,E002,1,4,Great speakers and organization.
S0029,E146,0,0,
S0384,E018,1,2,Didn't learn anything.
S0511,E047,0,0,
S0224,E089,1,2,Didn't learn anything.
S0384,E147,1,4,Best event of the year!
S0867,E046,0,0,
S0153,E114,1,5,The event was amazing!
S0958,E138,1,3,Average experience.
S0111,E090,1,5,Super informative and fun.
S0172,E026,1,2,Didn't learn anything.
S0159,E087,1,5,Loved the vibe.
S0803,E115,1,5,The event was amazing!
S0347,E064,1,2,Waste of time.
S0984,E126,1,4,The event was amazing!
S0367,E016,1,5,The event was amazing!
S0869,E134,1,3,Could be better organized.
S0577,E148,0,0,
S0535,E101,0,0,
S0659,E052,1,3,"Nothing special, but not bad."
S0459,E051,1,4,Loved the vibe.
S0446,E097,1,4,The event was amazing!
S0504,E027,1,5,Loved the vibe.
S0625,E100,1,4,Great speakers and organization.
S0790,E015,0,0,
S0852,E011,1,1,The audio was really bad.
S0914,E147,0,0,
S0178,E081,1,5,The event was amazing!
S0049,E078,1,2,The audio was really bad.
S0988,E138,1,4,Best event of the year!
S0521,E135,1,5,Great speakers and organization.
S0698,E012,1,1,Very boring.
S0973,E048,1,3,It was okay.
S0732,E053,1,2,Didn't learn anything.
S0656,E004,1,4,Really enjoyed it.
S0922,E030,1,1,Waste of time.
S0676,E085,1,4,Really enjoyed it.
S0381,E103,1,2,Waste of time.
S0614,E064,0,0,
S0685,E067,1,5,Best event of the year!
S0885,E080,1,3,Decent event.
S0707,E003,1,4,Loved the vibe.
S0285,E049,1,3,Could be better organized.
S0011,E102,1,4,Really enjoyed it.
S0679,E058,1,1,Terrible organization.
S0163,E126,1,2,Didn't learn anything.
S0336,E043,1,4,Great speakers and organization.
S0550,E074,1,5,Great speakers and organization.
S0112,E031,1,2,Terrible organization.
S0569,E128,1,2,Didn't learn anything.
S0037,E121,1,1,Terrible organization.
S0235,E010,1,2,Terrible organization.
S0781,E018,1,4,Super informative and fun.
S0380,E113,1,4,Super informative and fun.
S0679,E129,1,2,The audio was really bad.
S0045,E146,1,2,The audio was really bad.
S0881,E065,1,3,Decent event.
S0206,E015,1,4,Really enjoyed it.
S0970,E075,0,0,
S0066,E058,1,2,The audio was really bad.
S0674,E113,1,4,The event was amazing!
S0864,E063,0,0,
S0542,E074,0,0,
S0165,E037,0,0,
S0988,E082,1,1,Terrible organization.
S0420,E133,0,0,
S0018,E044,1,3,It was okay.
S0147,E027,1,1,Very boring.
S0004,E145,1,4,Super informative and fun.
S0123,E058,1,5,Super informative and fun.
S0076,E006,1,5,Best event of the year!
S0396,E073,0,0,
S0397,E116,1,4,Super informative and fun.
S0257,E089,1,4,Really enjoyed it.
S0466,E138,1,2,Waste of time.
S0294,E045,1,3,"Nothing special, but not bad."
S0377,E006,1,3,"Nothing special, but not bad."
S0044,E118,1,5,Really enjoyed it.
S0412,E033,1,2,Very boring.
S0432,E107,1,4,Loved the vibe.
S0976,E100,1,3,Average experience.
S0334,E103,1,5,Really enjoyed it.
S0252,E056,1,5,Really enjoyed it.
S0971,E094,1,5,Loved the vibe.
S0384,E079,1,4,Really enjoyed it.
S0482,E028,0,0,
S0668,E116,1,5,Loved the vibe.
S0053,E052,1,3,Could be better organized.
S0912,E041,1,5,Loved the vibe.
S0185,E114,1,2,Very boring.
S0582,E045,1,5,Really enjoyed it.
S0657,E103,0,0,
S0801,E051,1,4,Great speakers and organization.
S0480,E063,1,4,Great speakers and organization.
S0626,E136,1,1,Terrible organization.
S0088,E006,1,1,The audio was really bad.
S0874,E024,1,3,"Nothing special, but not bad."
S0762,E039,1,3,It was okay.
S0372,E081,0,0,
S0927,E115,1,3,"Nothing special, but not bad."
S0297,E078,1,5,Really enjoyed it.
S0923,E039,1,4,The event was amazing!
S0546,E105,1,5,Super informative and fun.
S0644,E121,1,2,Terrible organization.
S0680,E038,1,1,Terrible organization.
S0139,E098,1,4,Loved the vibe.
S0175,E006,0,0,
S0705,E093,1,5,Super informative and fun.
S0187,E115,1,4,Best event of the year!
S0581,E089,1,1,The audio was really bad.
S0071,E046,1,5,Great speakers and organization.
S0694,E101,1,1,Waste of time.
S0985,E083,1,1,The audio was really bad.
S0618,E127,1,5,Super informative and fun.
S0428,E044,1,3,"Nothing special, but not bad."
S0526,E072,0,0,
S0926,E007,1,3,"Nothing special, but not bad."
S0054,E062,1,3,Decent event.
S0444,E087,1,3,Decent event.
S0676,E021,1,5,The event was amazing!
S0134,E003,0,0,
S0020,E078,1,2,Very boring.
S0390,E100,1,3,Decent event.
S0344,E094,0,0,
S0875,E109,1,3,"Nothing special, but not bad."
S0966,E089,1,5,Really enjoyed it.
S0501,E073,1,1,Very boring.
S0941,E022,1,5,The event was amazing!
S0024,E033,1,2,Terrible organization.
S0182,E096,1,2,Didn't learn anything.
S0821,E061,1,1,Terrible organization.
S0741,E004,1,5,The event was amazing!
S0160,E150,1,3,It was okay.
S0628,E032,1,2,Waste of time.
S0941,E021,1,1,Terrible organization.
S0004,E111,1,2,Terrible organization.
S0735,E021,1,3,Could be better organized.
S0198,E122,1,4,Super informative and fun.
S0724,E048,1,3,Could be better organized.
S0886,E016,1,2,Didn't learn anything.
S0007,E021,1,2,The audio was really bad.
S0148,E139,0,0,
S0997,E049,1,1,Waste of time.
S0192,E083,1,2,Very boring.
S0651,E076,0,0,
S0423,E130,1,2,Very boring.
S0754,E062,0,0,
S0008,E065,1,2,Terrible organization.
S0064,E017,1,3,It was okay.
S0635,E111,1,4,The event was amazing!
S0327,E093,0,0,
S0695,E017,0,0,
S0269,E082,1,3,Decent event.
S0380,E128,1,4,Great speakers and organization.
S0560,E049,1,5,Really enjoyed it.
S0044,E091,1,4,Loved the vibe.
S0333,E104,1,4,Loved the vibe.
S0157,E037,1,4,The event was amazing!
S0895,E036,1,4,Best event of the year!
S0153,E103,1,1,Very boring.
S0811,E045,1,5,Really enjoyed it.
S0223,E025,1,4,Loved the vibe.
S0154,E070,1,2,Terrible organization.
S0510,E101,1,3,Could be better organized.
S0285,E059,1,4,Super informative and fun.
S0742,E128,1,4,Really enjoyed it.
S0500,E016,1,1,Terrible organization.
S0976,E083,1,5,Great speakers and organization.
S0145,E061,0,0,
S0966,E127,1,4,Loved the vibe.
S0014,E079,1,3,Average experience.
S0701,E110,0,0,
S0125,E034,0,0,
S0289,E088,1,2,The audio was really bad.
S0579,E122,1,1,Very boring.
S0379,E107,1,2,The audio was really bad.
S0705,E060,1,4,Great speakers and organization.
S0569,E088,0,0,
S0813,E085,1,2,The audio was really bad.
S0801,E147,1,5,Super informative and fun.
S0243,E064,1,5,Loved the vibe.
S0912,E005,1,5,The event was amazing!
S0394,E038,0,0,
S0330,E021,0,0,
S0503,E119,0,0,
S0923,E069,1,4,Loved the vibe.
S0811,E071,1,3,It was okay.
S0486,E064,1,1,The audio was really bad.
S0365,E124,0,0,
S0150,E070,1,4,Great speakers and organization.
S0620,E138,1,2,Didn't learn anything.
S0620,E031,1,1,Waste of time.
S0537,E130,1,2,Very boring.
S0434,E003,1,3,"Nothing special, but not bad."
S0148,E076,1,1,Very boring.
S0081,E095,1,2,Very boring.
S0641,E098,0,0,
S0161,E114,1,1,The audio was really bad.
S0467,E071,1,5,Loved the vibe.
S0292,E042,0,0,
S0132,E083,1,1,Terrible organization.
S0889,E084,0,0,
S0489,E095,1,3,Decent event.
S0564,E007,1,3,Decent event.
S0183,E084,0,0,
S0857,E009,1,3,Could be better organized.
S0775,E146,1,5,The event was amazing!
S0741,E034,1,1,Terrible organization.
S0144,E039,1,5,Really enjoyed it.
S0963,E061,1,3,Average experience.
S0347,E021,1,3,It was okay.
S0505,E103,0,0,
S0064,E135,1,4,Best event of the year!
S0159,E141,1,2,Very boring.
S0163,E030,1,2,Waste of time.
S0058,E143,1,1,Waste of time.
S0491,E011,1,2,Waste of time.
S0973,E040,1,5,Great speakers and organization.
S0331,E100,1,1,Didn't learn anything.
S0784,E075,1,1,Very boring.
S0564,E018,1,2,Didn't learn anything.
S0037,E054,1,5,Loved the vibe.
S0008,E090,1,5,Great speakers and organization.
S0522,E043,1,2,Waste of time.
S0550,E002,0,0,
S0289,E069,0,0,
S0384,E131,1,2,Waste of time.
S0773,E066,1,2,The audio was really bad.
S0920,E067,1,1,The audio was really bad.
S0463,E008,1,5,Best event of the year!
S0688,E132,1,2,Waste of time.
S0116,E011,1,1,Waste of time.
S0205,E146,1,2,Didn't learn anything.
S0838,E078,1,4,The event was amazing!
S0664,E059,0,0,
S0912,E065,1,5,The event was amazing!
S0318,E004,1,2,The audio was really bad.
S0212,E128,1,3,Decent event.
S0401,E043,1,4,Super informative and fun.
S0612,E074,1,1,Didn't learn anything.
S0110,E001,1,5,The event was amazing!
S0878,E003,1,1,The audio was really bad.
S0456,E098,0,0,
S0985,E041,1,1,The audio was really bad.
S0221,E049,1,3,It was okay.
S0287,E107,1,3,It was okay.
S0921,E031,1,2,The audio was really bad.
S0468,E053,1,1,Very boring.
S0179,E004,1,1,Waste of time.
S0467,E149,0,0,
S0280,E070,1,5,Loved the vibe.
S0065,E040,1,1,Very boring.
S0695,E097,1,1,Very boring.
S0443,E120,1,2,Terrible organization.
S0591,E012,1,3,Average experience.
S0737,E123,1,3,It was okay.
S0688,E070,1,2,Very boring.
S0830,E001,1,5,Loved the vibe.
S0573,E126,1,1,The audio was really bad.
S0373,E023,0,0,
S0377,E117,1,5,Really enjoyed it.
S0383,E096,0,0,
S0554,E038,1,3,Decent event.
S0179,E149,1,3,Decent event.
S0356,E075,1,4,Best event of the year!
S0556,E105,1,4,The event was amazing!
S0617,E065,1,3,Average experience.
S0661,E120,1,5,Best event of the year!
S0169,E011,1,5,Best event of the year!
S0149,E088,0,0,
S0648,E041,0,0,
S0845,E102,1,4,The event was amazing!
S0514,E140,1,5,The event was amazing!
S0590,E002,1,5,Best event of the year!
S0965,E043,1,3,Decent event.
S0120,E084,1,5,Loved the vibe.
S0536,E101,1,5,Great speakers and organization.
S0768,E105,1,2,Very boring.
S0160,E049,1,5,The event was amazing!
S0508,E037,1,3,"Nothing special, but not bad."
S0774,E104,1,2,Didn't learn anything.
S0654,E025,1,1,Terrible organization.
S0032,E076,1,2,Waste of time.
S0848,E019,1,3,Decent event.
S0974,E031,1,3,Decent event.
S0011,E077,1,4,Great speakers and organization.
S0214,E078,1,5,Super informative and fun.
S0942,E123,0,0,
S0608,E011,1,1,Very boring.
S0328,E090,1,3,Decent event.
S0882,E099,0,0,
S0789,E026,1,5,Super informative and fun.
S0902,E090,1,1,Very boring.
S0040,E125,1,4,Great speakers and organization.
S0557,E024,1,2,Terrible organization.
S0466,E098,1,2,Didn't learn anything.
S0481,E009,1,3,Could be better organized.
S0796,E116,1,5,Loved the vibe.
S0098,E003,1,5,Best event of the year!
S0800,E008,0,0,
S0456,E018,0,0,
S0186,E119,1,5,Loved the vibe.
S0821,E138,1,3,Could be better organized.
S0121,E133,1,2,Very boring.
S0301,E042,1,3,Could be better organized.
S0340,E110,1,2,Terrible organization.
S0204,E124,1,2,Terrible organization.
S0397,E046,1,1,The audio was really bad.
S0188,E058,1,5,Loved the vibe.
S0235,E114,1,1,Waste of time.
S0143,E034,0,0,
S0577,E007,1,4,Great speakers and organization.
S0814,E111,1,5,Best event of the year!
S0378,E140,1,4,Loved the vibe.
S0035,E072,1,5,Best event of the year!
S0433,E018,1,1,The audio was really bad.
S0899,E092,1,4,Super informative and fun.
S0942,E063,1,1,Terrible organization.
S0166,E023,0,0,
S0192,E051,1,5,Great speakers and organization.
S0571,E068,1,1,Waste of time.
S0597,E106,1,5,The event was amazing!
S0238,E052,1,3,"Nothing special, but not bad."
S0765,E101,1,3,It was okay.
S0523,E004,1,5,Best event of the year!
S0273,E150,0,0,
S0010,E078,1,3,"Nothing special, but not bad."
S0882,E123,1,2,Very boring.
S0490,E123,1,1,Waste of time.
S0398,E142,0,0,
S0880,E019,1,2,Didn't learn anything.
S0149,E018,1,5,The event was amazing!
S0580,E043,1,4,Best event of the year!
S0371,E058,1,4,The event was amazing!
S0771,E111,1,3,Decent event.
S0029,E050,1,4,Loved the vibe.
